meerut	IN	36	28.9800	77.7064	1223184
virar	IN	16	19.4559	72.8114	1222390
nowrangapur	IN	21	19.2311	82.5483	1220946
karbala	IQ	12	32.6160	44.0249	1218732
changzhi	CN	24	36.1839	113.1053	1214940
tianshui	CN	15	34.5795	105.7424	1212791
sadr city	IQ	07	33.3889	44.4583	1211849
yangpu	CN	23	31.2619	121.5190	1210800
mombasa	KE	37	-4.0547	39.6636	1208333
mandalay	MM	08	21.9747	96.0836	1208099
srinagar	IN	12	34.0857	74.8055	1206419
barranquilla	CO	04	10.9685	-74.7813	1206319
chelyabinsk	RU	13	55.1611	61.4288	1202371
merida	MX	31	20.9670	-89.6232	1201000
hiroshima	JP	11	34.4000	132.4500	1200754
santiago de los caballeros	DO	25	19.4504	-70.6908	1200000
shymkent	KZ	1537272	42.3099	69.6004	1200000
weinan	CN	26	34.5035	109.5089	1199290
ghaziabad	IN	36	28.6654	77.4391	1199191
matola	MZ	04	-25.9622	32.4589	1198988
dhanbad	IN	38	23.7976	86.4299	1196214
hong kong island	HK	00	22.2630	114.1842	1195529
fes	MA	03	34.0331	-5.0003	1191905
gustavo adolfo madero	MX	09	19.4939	-99.1107	1185772
nouakchott	MR		18.0858	-15.9785	1184530
kisangani	CD	30	0.5153	25.1910	1181788
jiaxing	CN	02	30.7522	120.7500	1180000
aurangabad	IN	16	19.8776	75.3423	1175116
zhongwei	CN	21	37.5113	105.1907	1174600
omsk	RU	54	54.9924	73.3686	1172070
guarulhos	BR	27	-23.4628	-46.5333	1169577
pekanbaru	ID	37	0.5167	101.4417	1167599
panjin	CN	19	41.1210	122.0739	1166481
bandar lampung	ID	15	-5.4292	105.2611	1166066
prague	CZ	52	50.0880	14.4208	1165581
varanasi	IN	36	25.3167	83.0104	1164404
batam	ID	37	1.1494	104.0249	1164352
jiujiang	CN	03	29.7048	116.0021	1164268
samara	RU	65	53.2077	50.1355	1163399
aba	NG	45	5.1066	7.3667	1160000
amritsar	IN	23	31.6223	74.8753	1159227
birmingham	GB	ENG	52.4814	-1.8998	1157603
copenhagen	DK	17	55.6759	12.5655	1153615
sofia	BG	42	42.6975	23.3241	1152556
anyang	CN	09	36.0960	114.3828	1146839
yerevan	AM	11	40.1776	44.5126	1144700
luohu district	CN	30	22.5472	114.1315	1143801
vijayawada	IN	02	16.5074	80.6466	1143232
fengxiang	CN	23	30.8584	121.4678	1140872
bijie	CN	18	27.3019	105.2863	1137383
monterrey	MX	19	25.6843	-100.3172	1135512
kigali	RW	12	-1.9500	30.0588	1132686
rostov-on-don	RU	61	47.2200	39.7077	1130305
zhuzhou	CN	11	27.8333	113.1500	1129687
bogor	ID	30	-6.5944	106.7892	1127408
malingao	PH	12	7.1608	124.4750	1121974
touba	SN	03	14.8623	-15.8753	1120824
ufa	RU	08	54.7431	55.9678	1120547
ranchi	IN	38	23.3432	85.3094	1120374
shangrao	CN	03	28.4518	117.9429	1116486
lilongwe	MW	C	-13.9669	33.7873	1115815
huaibei	CN	01	33.9744	116.7917	1113321
maiduguri	NG	27	11.8469	13.1571	1110000
xuhui	CN	23	31.1959	121.4471	1109800
meishan	CN	32	30.0439	103.8370	1107742
mwanza	TZ	12	-2.5167	32.9000	1104521
ulsan	KR	21	35.5372	129.3167	1098421
sendai	JP	24	38.2667	140.8667	1096704
krasnoyarsk	RU	91	56.0374	92.9314	1090811
fuzhou	CN	03	27.9600	116.3333	1089888
guigang	CN	16	23.1160	109.5947	1086327
oslo	NO	12	59.9127	10.7461	1082575
jabalpur	IN	35	23.1670	79.9501	1081677
ilorin	NG	30	8.4966	4.5421	1080000
aden	YE	02	12.7796	45.0385	1079670
ciudad nezahualcoyotl	MX	15	19.4006	-99.0148	1077208
hengyang	CN	11	26.8895	112.6189	1075516
prayagraj	IN	36	25.4448	81.8432	1073438
visakhapatnam	IN	02	17.6801	83.2016	1063178
goyang-si	KR	13	37.6564	126.8350	1061752
yulin	CN	16	22.6305	110.1469	1056743
jodhpur	IN	24	26.2684	73.0059	1056191
gwalior	IN	35	26.2298	78.1734	1054420
jingzhou	CN	12	30.3503	112.1903	1052282
gqeberha	ZA	05	-33.9611	25.6149	1050078
tbilisi	GE	51	41.6914	44.8341	1049498
voronezh	RU	86	51.6683	39.1920	1047549
xinxiang	CN	09	35.1903	113.8015	1047088
